,rc_num,rc_name,rc_view,rc_rec,rc_scrap,rc_type,rc_sit,rc_sort,rc_nick,rc_info,rc_ing,rc_diff,rc_time
7396,6865873,감자전,11283,41,258,부침,일상,채소류,밑반찬,지글지글하게 잘 구워져 바삭한 겉면과 쫄깃한 속의  맛을 그 자리에서 직접 드시면 분명 감자만 넣어다고 믿기지 않을 정도의 담백한 맛을 자랑한답니다.,[재료] 감자 1개| 소금 3꼬집 [소스] 간장 3T| 식초 1T| 청양고추 조금,초급,30분이내
7397,6865874,컵케이크,2105,0,49,굽기,일상,밀가루,빵,친구가 생일이라 선물을 뭘 줄까 고민하다가 문득 생각난 나만의 컵케이크! 가끔 디저트로도 좋아용~~,[재료] 카스테라| 생크림| 컵꾸밀토핑,초급,10분이내
7398,6865876,딸기주스,12995,21,115,기타,다이어트,과일류,차/음료/술,성큼 다가온 봄의 기운을 마음껏 느낄수 있는 딸기주스! 딸기와 아보카도의 만남 둘이 너무 잘 어울려요! 새콤한 딸기주스와 크리미한 아보카도주스의 맛 건강한 주스!,[재료] 딸기 10개| 아보카도 120g| 물 50~100ml| 올리고당 1T,아무나,10분이내
7399,6865900,부침개,4107,8,84,부침,간식,밀가루,메인반찬,쫄깃한 면발하면 쫄면이 갑이죠. 근데 무쳐먹거나 다른 음식에 사리로 넣어서 먹는 것 말고는 별로 다른 방법이 없어서 아이들 입맛에 맞게 만들어봤어요. 근데 맥주 안주로도 괜찮아요. ㅎ,[쫄면부침개재료] 쫄면 1인분 200g| 쫄면 삶을 물 쫄면 부피 1.5배 이상| 식용유 적당량 [떡꼬치소스] 참기름 2테이블스푼| 고추장 2테이블스푼| 매실청 4테이블스푼| 간마늘 1티스푼| 케찹 8테이블스푼| 꿀 4테이블스푼| 아가베/꿀/설탕 2테이블스푼| 소금 1/4티스푼| 멸치액젓 1티스푼| 볶은통깨(마지막) 1티스푼,초급,10분이내
7400,6865909,오징어버터구이,4515,7,97,굽기,술안주,해물류,디저트,따뜻한 러그에 앉아 불끄고 영화 보고 싶은 주말 저녁  영화엔 간식이 빠질 수 없죠? 맥주 한 캔과 함께 곁들일 초간단 안주 오징어 버터구이를 만들어봤어요 ,[재료] 생물 오징어 1마리| 버터 1T| 다진마늘 1T| 설탕 1T| 소금 조금 [선택재료] 파슬리가루 적당량| 청양고추 1개,초급,30분이내
7401,6865923,프리터,2158,11,38,부침,간식,기타,기타,파스타 해먹고 남는 면이 있다면 간단하게 스파게티 프리터 만들어보세요.,[재료] 스파게티면| 달걀 1개| 다진마늘| 파슬리가루| 솔트가루| 포도씨유,초급,30분이내
7402,6865924,노루궁뎅이버섯,4275,2,15,굽기,일상,버섯류,기타,노루궁뎅이버섯과 소고기로 찹스테이크 만들기,[재료] 노루궁뎅이버섯 2개| 소고기| 양파 1/2쪽| 마늘 1개| 소금| 통후추| 바질| 참기름| 간장| 버터,아무나,10분이내
7403,6865929,토마토갈릭버터새우구이,12312,22,584,굽기,술안주,해물류,디저트,맛도 영양도 비주얼도 모두 갖춘 초스피드 안주 !!,[재료] 버터 1| 다진마늘 1| 칵테일새우 10개| 대파 2줄| 허브맛솔트(소금후추)| 방울토마토 8개,아무나,5분이내
7404,6865932,비빔소면,2036,5,22,비빔,초스피드,채소류,면/만두,오이소박이와 소면이 만났다!  미리만든 초고추장이 있다면 초스피드로 금방 만들어 먹을수 있어요! 다른 부재료는 필요없이 오이소박이만 넣었을뿐인데... ,[재료] 오이소박이 2덩어리(5~8cm)| 초고추장 2T| 깻잎 2장| 소면 엄지와검지로잡았을때의양| 물 1리터| 소금 약간| 식초 1t| 찬물 1컵,아무나,15분이내
7405,6865933,아보카도카나페,6130,16,123,기타,술안주,과일류,디저트,저는 연어캔으로 만들었지만 참치캔으로도 가능해요. 경우에 따라 술안주도 되고 아이들 간식도 되는 초스피드 음식입니다.,[재료] 크래커 6개| 슬라이스치즈 1장| 아보카도 1개| 연어캔(참치캔) 150-200g| 올리브오일 1티스푼| 발사믹식초 1티스푼| 후추가루 적당량,아무나,10분이내
7406,6865944,부추샌드위치,1635,9,62,볶음,일상,달걀/유제품,빵,휘리릭 뚝딱 티비보고 따라만들기 홍성란부추샌드위치,[재료] 체다치즈 1장| 양파 1/6개| 달걀 1개| 우유 3숟가락| 부추 1줌| 치아바타 1개| 후추 약간,아무나,10분이내
7407,6865945,비프커틀릿,1477,1,18,튀김,일상,소고기,메인반찬,돼지고기가 아닌 소고기 살코기부위(스테이크용)가 있어 밀계떡 묻혀서 튀겨 비프커틀릿을 만들었어요: 돈가스도 좋지만 가끔 비프커틀릿도 별식으로 만들어 주면 좋을 것 같아요,[재료] 스테이크(구이용)소고기 300~500그램| 소금+후추+(맛술)| 계란 1~2개| 밀가루(튀김가루)| 빵가루+파슬리가루| 스테이크/돈까스용소스| 식용유 [가니쉬] 양배추채 [매쉬드포테이토] 삶은감자| 마요네즈| 우유| 돌미나리숙주무침| 맛간장| 레몬즙| 무생채(피클or김치),초급,60분이내
7408,6865951,캐러멜팝콘,4432,7,44,튀김,초스피드,곡류,과자,집에서 영화 볼 때 맥주 한 캔과 즐기기 좋은 캐러멜 팝콘 만들기 레시피입니다. 신선한 팝콘 옥수수로 갓 튀겨낸 팝콘은 맥주 안주뿐만 아니라 간식으로도 훌륭해요. 고소하고 달콤한 맛이 매력적인 한 그릇의 행복  캐러멜 팝콘 만들기 시작해봐요.,[재료] 팝콘 옥수수 40g| 옥수수 식용유 1T| 고운 소금 1t| 밀크 캐러멜 2개| 생크림 2T,아무나,10분이내
7409,6865956,토마토카프레제,4319,10,88,기타,술안주,채소류,샐러드,손쉽게 구할 수 있는 토마토와 모짜렐라에 담백한 소스 를 뿌리면 깔끔하게 즐기는 안주가 탄생했답니다. 그냥 먹어도 물론 맛있지만 따뜻하게 데워진 베이글 빵 위에 올려 먹으면 더 든든하게 드실 수 있답니다.,[재료] 토마토 1개| 모짜렐라 치즈 100g| 베이글 1개 [소스] 올리브오일 2T| 발사믹 식초 2/3T| 소금 1꼬집,초급,10분이내
7410,6865957,감자샐러드베이컨말이,2922,5,44,굽기,간식,가공식품류,밑반찬,감자샐러드를 만들고 나서 베이컨이 보이길래 한번 말아봤어요! (요리못하는 중3....),[재료] 감자샐러드 개당 1T| 베이컨 말이당 1개,아무나,5분이내
7411,6865961,김치볶음밥,4768,18,67,볶음,일상,쌀,밥/죽/떡,엄마 손맛이 고스란히 들어간 김치는 어떤 요리를 해도 맛있죠? 엄마 김치 하나만 있어도 맛있는 한끼 뚝딱인데 그 중에서도 가장 흔한 김치볶음밥을 만들어봤어요 ,[재료] 김치 1컵| 양파 1/4개| 대파(흰부분/초록부분) 각 5cm| 베이컨 적당량| 파프리카(짜투리채소) 조금 [추가 양념] 설탕 0.5T| 진간장 0.5T| 고춧가루 0.2T| 김치국물 2T [선택재료] 계란 후라이 1개,아무나,30분이내
7412,6865968,카나페,3716,6,40,기타,술안주,가공식품류,디저트,딸기로 만드는 상큼한 카나페 예쁘게 먹어요~ 와인등 간단하게 즐기는 술안주로 좋은 딸기 카나페 만들기~,[카나페 재료] 식빵 2| 슬라이스 햄 4| 체더 치즈 2| 양상추 1| 딸기 4 [소스] 아일랜드 소스 1T| 머스터드소스 1t,아무나,10분이내
7413,6865978,회덮밥,16325,9,185,비빔,술안주,해물류,밥/죽/떡,남아 있는 자투리 채소로 만드는 생선 회 덮밥~ 밥도 먹고 술 안주로도 좋은 생선회 덮밥~,[회 덮밥 재료] 생선회 적당량| 밥 1| 양배추 약간| 상추 2| 깻잎 2| 당근 약간| 오이 약간| 아삭이고추 1| 참기름 약간 [초장 재료] 고추장 (수북이) 1| 매실청 1| 2배 식초 2| 다진마늘 1/2| 깨 소금 1,아무나,10분이내
7414,6865983,토마토부르게스타,4960,7,107,기타,술안주,채소류,디저트,따끈하고 바삭한 바게트 빵 위에 상큼한 토마토소스와 짭조로운 맛을 책임져주는 치즈와 마무리로 입안에 바질 향이 감도는 부르스케타. 만들기도 쉬운데 맛도 무척 좋답니다!!,[재료] 썰어진 바게트 빵 원하는만큼 [소스] 방울 토마토 10개| 양파 1/4개| 블랙 올리브 5개| 올리브오일 1T| 소금 1/2꼬집| 바질 페스토 살짝| 후추 약간| 그라노파다노 치즈 조금,아무나,10분이내
7415,6866014,햄떡볶음,2546,11,59,볶음,초스피드,쌀,밑반찬,냉동실에 쳐박혀 있던 떡국떡으로 시간 별로 없을 때 급하게 만들기 좋아요. 간식으로 먹을 수도 있고 안주로 먹을 수도 있고~,[재료] 떡국떡 어른 한손으로 크게 2줌(200g)| 샌드위치용 슬라이스햄 2장(55g)| 식용유 2테이블스푼(30ml) [양념] 진간장 2티스푼(10ml)| 메이플시럽 3테이블스푼(45ml),초급,10분이내
7416,6866019,어묵꼬치,44481,32,781,끓이기,술안주,가공식품류,국/탕,길거리음식 매운오뎅 만들기 오뎅꼬치 빨간어묵꼬치 만드는 방법 ,[재료] 납작오뎅(어묵) 6개| 청양고추 1개| 무 1조각| 다시마 1장| 고추장 1스푼| 고추가루 1스푼| 가쓰오부시장국 3스푼| 간장 1스푼| 후추 조금,초급,15분이내
7417,6866026,콜라비손질,61741,54,244,기타,기타,채소류,기타,알고나면 넘나 쉬워서 깜~짝 놀랄걸? 깨끗이 씻어 사과처럼 깎아주면 끄-읏! 세상의 모든 레시피 만개의레시피,[재료] 콜라비,아무나,5분이내
7418,6866035,양송이버섯덮밥,4934,10,103,볶음,일상,버섯류,밥/죽/떡,정말 쉽고 맛있어요. 꼭 한번 만들어보세요!!!,[재료] 양송이버섯 5개| 밥 150g| 계란 1개 [양념] 간장 1+1/2숟갈| 케찹 1+1/2숟갈| 물 2숟갈| 올리고당 1숟갈,아무나,15분이내
7419,6866036,단호박새우커리,2469,4,67,끓이기,일상,채소류,양념/소스/잼,자취생들의 동반자 카레! 늘 먹던 카레가 지겹다면 카레 속 재료를 바꿔보세요 ~ 카레의 정석이 있는게 아니니까요 저는 감자대신 단호박을 고기대신 새우살을 넣어봤답니다  ,[재료] 골든커리(고형카레) 1조각| 냉동새우(큰 것) 5개| 양파(작은 것) 1/2개| 파프리카(색깔별로) 1/4개씩| 단호박 1/8조각,초급,30분이내
7420,6866037,딸기샌드위치,6682,30,148,기타,도시락,과일류,빵,딸기철을 맞이해서 간단하고 맛있게 만들어 먹을 수 있는 딸기 샌드위치 레시피를 소개할게요>_<,[재료] 식빵 2장| 딸기 6개| 생크림 200ml| 설탕 3티스푼,아무나,30분이내
7421,6866038,햄크림치즈카나페,8218,9,115,기타,초스피드,달걀/유제품,디저트,초스피드로 간편하게 만들어  맥주?와인?양주 안주로 좋으죵~*,[재료] 아이비크래커 1봉지(7개)| 크림치즈 1장| 크래미 2개| 케? 조금| 햄 조금,아무나,5분이내
7422,6866041,고추장주먹밥,1359,3,19,비빔,일상,쌀,밥/죽/떡,고추장을 넣어 살짝 매콤한 주먹밥과 노릇노릇하게 잘 구워진 베이컨을 같이 먹으면 한 끼로도 든든하겠죠. 또 탱글탱글한 노른자를 톡 터트려 여기에 주먹밥을 찍어 먹으면 매콤한 맛을 줄여줄 뿐만 아니라 노른자의 고소한 맛이 더해져 더 맛있답니다.,[재료] 밥 1공기| 베이컨 2장| 계란 1개 [부재료] 양파 약간| 블랙올리브 약간| 치즈 약간 [소스] 고추장 2/3T| 참기름 1T,아무나,15분이내
7423,6866043,비엔나소세지대파꼬치구이,6471,13,139,굽기,술안주,가공식품류,디저트,혼술 안주로 딱이겠쥬~ 꼬치에 끼워 데리야끼소스 발라 굽기만 하면 끝~ 간단하게 한잔 드실때 요로코롬 해서 먹는것두 괜찮겠죠잉~~^^  아일 밥반찬으로 괜찮겠쥬~~~^^,[재료] 비엔나소세지 12개| 대파 1| 꼬지준비 [양념] 시판용 데리야끼소스 1큰술,아무나,10분이내
7424,6866052,카나페,1637,6,42,기타,초스피드,달걀/유제품,디저트,연유 들어간 생크림  크래커에 올려 먹으니 달콤 ~ 하니 맛나요 ,[재료] 생크림 120g| 아이비크래커 2봉지| 연유 1큰술| 블루베리 조금| 초코칩 조금,아무나,10분이내
7425,6866062,김튀김,8979,8,66,튀김,술안주,기타,디저트,갑자기 만들어 보고 싶어서 도전한 요리. 요리라고 하기도 부끄부끄. 이건 냉장고 텅빈 자취인들에게 강추! 예전에 회사 대리님이 된장찌개 끓여먹고 싶어서 장봤는데 5만원이 들었다고 하던게 생각난다. 요건 오만원까지 들지 않는다는 사실!,[재료] 조미김 김 9장| 밀가루(박력) 2큰술| 물 2큰술| 계란 1개| 식물성기름(튀김용) [옵션] 와사비 1큰술| 소금,아무나,30분이내
7426,6866063,가자미조림,1969,0,8,조림,일상,해물류,메인반찬,가자미조림  나만의 레시피대로 만들었어요.,[재료] 가자미 3| 쌀뜨물| 콩나물 조금| 대파| 양파| 청양고추| 마늘| 간장 3| 국간장 2| 후추 적당히| 소주 2| 매실액 1| 설탕 1| 물엿 1| 참기름 1| 고춧가루 5,초급,60분이내
7427,6866069,떡갈비,2851,2,4,볶음,초스피드,육류,메인반찬,이마트에서 사온 냉동 떡갈비 냉동식품 무시하기 없기...,[재료] 냉동떡갈비 8조각| 프라이팬,아무나,5분이내
7428,6866084,스팸두부김치,2549,7,51,볶음,술안주,가공식품류,메인반찬,간단하게 만드는 스팸 햄 두부김치 고급 지게 먹어요~ 맛있게 익은 배추김치에 들기름 넣어 들들 볶아 두부와 햄과 같이 곁들이면 은근 잘 어울려요 술안주에도 아주 좋아요,[두부김치 재료] 두부 1/2모| 스팸 햄 1/2캔| 배추김치 1컵| 청양고추 1개| 대파 약간| 식용유 약간씩| 깨소금 약간 [양념 재료] 설탕 1t| 들기름 1T| 고춧가루 1t| 후춧가루 약간,아무나,10분이내
7429,6866091,월남쌈,19448,19,328,기타,초스피드,채소류,메인반찬,초간단으로 구워 냠~ 냠~ 초간단 맥주안주로 괜찮아유,[재료] 크래미 7개| 크림치즈 3| 월남쌈 7| 올리브유 적당히,아무나,10분이내
7430,6866104,키조개해물구이,5234,9,111,굽기,초스피드,해물류,메인반찬,가끔 남편과 함께 둘이서 하나씩 먹으면 뿌듯하고 끼니도 되는 키조개 요리. 재료만 준비되면 만들기 의외로 간단해서 혼술 하는 분들에게 최상의 안주입니다.,[재료] 키조개 1개| 버터 1큰술| 칵테일 새우 8마리| 마늘 1작은술| 소금 1/2작은술| 후추 1/4작은술| 치즈 1장| 다진 파 1큰술,초급,10분이내
7431,6866121,감자채,5386,4,80,볶음,초스피드,채소류,기타,별다른 조리법 없이 간단하게 만들어 먹는 반찬  감자채 볶음입니다,[재료] 감자 1개| 당근| 식용유| 표고소금,아무나,10분이내
7432,6866129,마늘새우구이,6928,25,139,굽기,술안주,해물류,메인반찬,혼자 술 드실때 간단하게 해드실 수 있는 새우구이 요리를 소개 하겠습니다! ,[칵테일새우] 칵테일새우 10마리| 마늘 5쪽| 베이컨 2장| 달걀 1개| 소금 약간| 케찹 조금| 파슬리가루 약간,아무나,15분이내
7433,6866141,봄동전,3217,9,38,부침,초스피드,채소류,밑반찬,오랫만에 만들어본 봄동전 아주 고소하고 달큰합니다,[재료] 봄동| 물 1/2컵| 우리밀 6스푼| 소금 1꼬집| 식용유,아무나,10분이내
7434,6866143,토마토라면,3881,12,81,끓이기,일상,가공식품류,면/만두,http://blog.naver.com/chez_sophie,[재료] 라면 1봉지| 방울 토마토 10개| 청양고추 1개| 양파 1/3개| 다진 마늘 1/2TS| 식초 1TS,아무나,30분이내
7435,6866144,에그위에나또갈릭,1088,3,19,볶음,다이어트,달걀/유제품,퓨전,알리오 올리오 파스타와 나또를 좋아하는데 다이어트중이라 밀가루와 밥을 먹을 수가 없어서 처음으로 개발해본 요리!!!,[재료] 마늘 먹고싶은만큼| 양파 1/4개| 나또 1팩| 달걀 2개| 대파 데코용 [양념] 맛간장 1T| 올리브오일 적당히두르기| 베트남건고추 4개,아무나,15분이내
7436,6866147,쏘야볶음,110228,100,2484,볶음,술안주,가공식품류,밑반찬,비엔나소시지 야채볶음은 시원한 맥주안주나 반찬으로도 좋은 매콤 소시지 야채볶음~,[소시지 복음 재료] 비엔나소시지 13~15개| 양파 1/2개| 파프리카 1/2개| 청양고추 1개| 브로콜리 약간| 다진마늘 1t| 식용유 약간 [소스 재료] 케첩 4T| 굴 소스 1t| 올리고당 1T| 물 2T| 후춧가루 약간| 핫소스 1T,아무나,10분이내
7437,6866150,번데기탕,65624,25,1456,끓이기,술안주,가공식품류,국/탕,번데기탕~  간단하게 만들어 먹을 수 있는 술안주로 딱이겠죵~ ,[재료] 캔 번데기(130g) 1캔| 통마늘 3개| 대파 조금| 땡초 1개| 홍고추 1/2개 [양념] 고춧가루 1/2큰술| 미림(맛술) 1큰술| 후추 톡~,아무나,10분이내
7438,6866158,옥수수콘치즈,17239,29,252,기타,초스피드,가공식품류,디저트,간단한 맥주 안주로 괜찮겠쥬~ 치즈에 고소함과 연유 달콤함이 입안에 가득 퍼지네용,[재료] 캔옥수수 170g| 모짜렐라치즈 50g| 생크림(선택) 2큰술| 연유 1큰술| 마요네즈 1/2큰술| 파마산치즈가루 조금(선택)| 파슬리가루 조금(선택),아무나,10분이내
7439,6866170,치킨마요덮밥,23377,33,420,볶음,초스피드,닭고기,밥/죽/떡,남은 치킨을 활용해서 간단한 한끼를 만들어보았습니다'-' ,[재료] 남은치킨| 계란 2~3개| 김가루 조금 [양념] 간장 1| 굴소스 반| 올리고당 ,초급,10분이내
7440,6866172,갈릭미니롤,954,1,7,볶음,간식,기타,빵,이마트표 갈릭미니롤 냉동빵으로 만든 초간단 자취요리 간식,[재료] 갈릭미니롤(한봉지 5천원) 4조각| 소시지 4개| 양상추 아주조금| 방울토마토 집에있는거| 머스타드 | 마요네즈,아무나,5분이내
7441,6866175,마늘종베이컨말이,2538,10,127,굽기,술안주,가공식품류,밑반찬,누구나 좋아하는 베이컨과 향긋한 마늘종이 만난 초간단 레시피입니다. 만들기 너무 간단하지만 맛과 비주얼은 최고~!! 간편함과 함께 맛을 추구하는 혼술족에게 이보다 괜찮은 레시피는 없을 것 같아요~ㅎ 맥주 안주로 이용하시면 한 주의 피로가 싹 날아갈 겁니다~^^*,[재료] 베이컨 6줄| 마늘종 1/3묶음| 식용유 약간,아무나,10분이내
7442,6866183,삼겹살김치덮밥,1993,5,41,볶음,일상,쌀,밥/죽/떡,http://blog.naver.com/chez_sophie,[재료] 밥 1공기| 김치 1컵| 삼겹살 110g| 양파 1/2개| 쪽파 1대| 통깨 조금| 고추장 1/2TS| 설탕 1ts| 참기름 1ts,아무나,30분이내
7443,6866196,콩나물국밥,4697,5,44,끓이기,일상,채소류,밥/죽/떡,아침 바쁜시간에 간단히 먹을수 있어 좋아요~,[재료] 콩나물국 1그릇| 계란 1개| 파 조금 [양념] 깨소금 약간| 식초 1티스푼,아무나,15분이내
7444,6866204,미나리전,1759,2,23,부침,초스피드,채소류,밑반찬, 해독작용이 뛰어난 미나리로 향긋하게 미나리전 ,[재료] 미나리 100g| 계란 1개| 밀가루 4큰스푼| 죽염 1ts| 물 50ml,아무나,10분이내
7445,6866222,굴전,2192,0,11,부침,초스피드,해물류,밑반찬,비오는날에는 막걸리에 전이땡기죠~ 요즘 정말저렴하고맛있는 굴을이용해서 막걸리에잘어울리는 안주를 만들어볼까요?,[재료] 굴 2봉지| 부침가루 조금| 간장 1t| 식초 1t| 식용유 1바퀴| 막걸리 마실만큼,초급,15분이내
7446,6866255,옥수수크림스프,9851,6,100,끓이기,간식,가공식품류,스프,꽁쥬 오후 간식으로 휘리릭~ 만들어 주었어용 옥수수의 향이 퍼지면서 고소해용,[재료] 캔옥수수 190g| 우유 250ml| 생크림 2큰술| 크림치즈 1장| 감자전분 1큰술 [양념] 소금 1꼬집,아무나,15분이내
7447,6866256,치킨볶음밥,11612,6,96,볶음,일상,닭고기,밥/죽/떡,양념치킨볶음밥!! 치킨  삼겹살 먹고 남은 재료들 활용. 유용하게 처치하기,[재료] 밥 1공기| 당근 20g| 양파 20g| 치킨양념 2T| 파절이 1줌| 남은 삼겹살 1줌| 김가루 약간,아무나,10분이내
7448,6866258,연어스테이크,6111,5,37,굽기,술안주,해물류,메인반찬,연어 엄청 좋아라하는 가족인데요 자다가도 벌떡 일어날 정도로 좋아 합니다 ㅎㅎ  얼마전에 만났던 국산연어.. 일부는 연어초밥 만들어 먹었는데요 남은 연어로 스테이크 즐겨 봅니다  연어스테이크는 혼술안주로도 굿이지요,[재료] 연어 스테이크용 300g| 양파(소) 1개| 파프리카 1/4개| 세발나물 1줌| 사과 1/4개 [양념] 올리브오일 1/2T| 소금 1꼬집| 후추 약간| 멸치액젓 1/2T| 고춧가루 1T| 매실액 1/2T| 깨 1/3T,아무나,10분이내
7449,6866261,머위된장무침,1960,0,8,무침,일상,채소류,밑반찬,제철 봄나물을드세요 보약이 따로 없습니다~^^ 경상도에서는 머구하고도 해요  머위새순은 된장에 무쳐 드시구요 크면 머위잎에 쌈도 싸먹고 머위대는 껍질을 멋껴 머위들깨찜도 해먹습니다  쌉쌀한맛이 싫으시믄 삶마서 물에 담가서 몇번 물을갈아주시구 다음날 해드시믄 쓴맛이 감이해서 드시기 편하죠 그런데 저는 쌉쌀른맛이 좋아 그냥 바로 데쳐 먹습니다~^^ ,[재료] 머위 1줌 [양념] 된장 1수푼| 간마늘 1T| 통깨 약간| 참기름 1T,초급,10분이내
7450,6866265,소라,2577,6,48,기타,술안주,해물류,차/음료/술,매콤 쫄깃 맛나용~ 낮에 삶아 놓은 소라로 꼬치 구웠답니당,[재료] 삶은 소라 (대) 5마리| 대파 1대 [양념] 고추장 크게1큰술| 올리고당 1/2큰술| 미림 1큰술| 다진마늘 1/2큰술| 후추 톡~| 굴소스 1티스푼,아무나,10분이내
7451,6866277,간단한 와인안주 '프로슈토 앤 멜론' 만들기,8908,9,152,기타,술안주,과일류,양식,http://blog.naver.com/chez_sophie,[재료] 멜론| 프로슈토/하몽| 파마산치즈 갈은것| 후추| 올리브오일(옵션),아무나,10분이내
7452,6866278,삼합,2837,4,84,굽기,술안주,돼지고기,메인반찬,먹다 남아 냉장고에 보관중인 삼겹살 두줄과 알배추 깻잎으로 쉽고  근사한 술안주를 만들었답니다. 알배추의 아삭함과 고소한 삼겹살  그리고 깻잎향  삼합이 너무 잘 어우려져 정말 맛있답니다. 이만하면 혼술 이라도 괜찮지 않을까요. ㅎ,[재료] 삼겹살 2줄| 알배추 7잎| 깻잎 5장| 맛술 1큰술 [양념] 고추장 1/2큰술| 매실청 1큰술| 다진마늘 1작은술| 간장 1작은술| 고추가루 1큰술| 참치액 1작은술| 생강청 1작은술| 후추 약간,아무나,10분이내
7453,6866293,식빵피자,4769,8,56,굽기,간식,밀가루,빵,아침엔 간단한 브런치로도 되구요. 야밤엔 안주로도 가능하답니다. 간단하고 맛도 있어 적극 권해드려요^^,[재료] 식빵 2장| 햄 50그램| 양파 조금| 코코넛오일 4스푼| 파슬리가루| 피자치즈 100그램| 체다치즈 2장,아무나,10분이내
7454,6866300,도토리묵무침,487,1,7,무침,초스피드,가공식품류,밑반찬,도토리무침하면 아버지들 등산내려갔다왔다먹는음식이라고생각들하곤합니다. 하지만저는 그일반적인 도토리무침을새롭게해석해서 플레이팅해보았습니다. - 일반적인도토리묵무침입니다!,[재료] 도토리묵 1팩| 어린잎 1팩| 간장 1t| 참기름 1t| 초고추장 1t| 로즈 조금,아무나,5분이내
7455,6866302,계란볶음밥,6195,29,127,볶음,초스피드,달걀/유제품,밥/죽/떡,자취생  직장인 아침밥  아이 아침밥으로 딱인 초스피드하게 만드는 영양만점 계란볶음밥 !,[재료] 밥 1공기| 계란 2개| 파프리카(당근) 1/6개| 대파 1대| 다진마늘 1/2T| 미림 1T [볶음밥 간] 소금 1/2t| 참기름 1T| 후추 1/2t,아무나,5분이내
7456,6866322,스테이크덮밥,20719,15,600,굽기,영양식,소고기,밥/죽/떡,고기를 사랑하는 울 아이들~ 고기대장들을 위한 스테이크 덮밥 일명 스테키동을 만들어봤어요 얼마전 냉부에서도 최현석셰프가 만들기도 했었죠~ 스테이크를 살짝 구워 양파 버섯볶음을 밥위에 올리면 되는 덮밥으로 한그릇음식을 추구하는 저에게는 딱 알맞은 음식이 아닌가 싶어요 ㅎㅎ 그럼 고기부터 후다닥 구워보자고요~,[재료] 등심스테이크 1장| 양파 1/2개| 느타리버섯 1송이| 부추| 가츠오부시| 소금| 후추| 허브믹스| 기름 [양념] 간장 1+1/2큰술| 청주 1큰술| 맛술 2큰술| 설탕 1큰술 ?,아무나,30분이내
7457,6866326,고구마칩,2194,9,34,굽기,초스피드,채소류,과자,감자나 고구마 껍질 깔 때 쓰이는 필러와 전자렌지만 있으면 초딩도 만들 수 있는 간식/안주입니다. ,[재료] 고구마(소) 1개(160g) [시즈닝] 포도씨유/카놀라유 1tsp| 소금(생략가능) 2번 톡톡,아무나,10분이내
7458,6866350,문어샐러드,6823,3,117,무침,술안주,해물류,샐러드,피부노화도 막아주고 면역력에 도움이되는 문어로 샐러드로 만들어 와인맛을 상승시켜주세요,[재료] 연근 100g| 파프리카 1/4개| 새싹채소 100g| 문어 200g| 올리브유 4스푼| 발사믹 2스푼| 꿀 1스푼| 블랙올리브 1/2컵,아무나,10분이내
7459,6866356,얼음,5008,0,10,기타,기타,기타,기타,안녕하세요? 밥심은 국력입니다. 크고 동그란 얼음을 만들어 음료수에 넣으면 얼음이 잘 녹지 않아서 좋은데다가 모양이 예쁜 것은 덤이지요. 동그란 얼음틀은 인터넷몰에서 구입하시면 되구요. 동그란 얼음을 만드는 것은 생각보다 쉽지가 않은데요. 원형의 얼음이 안 나오고 반원형이 나온다든가  얼음이 깨진다든가... 약간의 노하우로 동그랗고 예쁜 얼음을 만들 수가 있답니다. 그럼 지금부터 동그란 얼음 만드는 법을 알려드리겠습니다.,[재료] 왕얼음틀| 노란 고무줄 2개| 끓여서 식힌 물 500ml,아무나,10분이내
7460,6866369,햄치즈프렌치토스트,8608,5,311,굽기,간식,밀가루,빵,간식으로 ?~ ?~,[재료] 식빵 2장| 크림치즈 2장| 햄 조금| 달걀 1개| 버터 1/2큰술,아무나,10분이내
7461,6866370,생크림딸기카나페,8468,10,249,기타,술안주,달걀/유제품,디저트,가벼운 와인 안주로 ~ 간식으로 먹기 좋으죠 생크림의 부드러움과 달콤함이  어우러져 맛있어용,[재료] 크래커 1봉지 7개| 딸기 3개| 연유 1큰술| 생크림 종이컵1컵 정도,아무나,10분이내
7462,6866372,시금치무침,11714,37,223,무침,일상,채소류,밑반찬,달달하고 고소한 시금치 무침 만드는 방법 공유하도록 할게요,[재료] 시금치 400g| 소금1T| 조선간장 4T| 마늘 0.5T| 들기름 1T| 깨 1T,아무나,15분이내
7463,6866375,매생이치즈달걀말이,1677,5,18,부침,술안주,달걀/유제품,밑반찬,달걀에 매생이를 넣고 만든 매생이 치즈 달걀말이~  술안주 밥 반찬으로도 좋아요 ,[달걀말이 재료] 달걀 4| 매생이 약간| 게맛살 1| 체다치즈 1| 당근 약간| 대파 1토막| 소금 약간| 설탕 약간| 식용유 적당량,아무나,10분이내
7464,6866379,가래떡파스타,1546,2,29,볶음,일상,밀가루,면/만두,제가 애정하는 요리프로중 하나인 '오늘뭐먹지?'에서 나왔던 퓨전레시피예요^^ 왠만한집 냉동실에 가래떡이 있잖아요 ㅎㅎ 색다르게 가래떡파스타 한번 만들어보세요 :D ,[재료] 가래떡 1줌| 방울토마토 7-8개| 베이컨 2줄| 양파 1/2개| 모짜렐라치즈 1/2줌 [소스] 발사믹식초| 양조간장| 소금 취향껏| 후추 취향껏,초급,15분이내
