,rc_num,rc_name,rc_view,rc_rec,rc_scrap,rc_type,rc_sit,rc_sort,rc_nick,rc_info,rc_ing,rc_diff,rc_time,rc_src
8628,6865755,명란파스타,156810.0,113.0,5686.0,볶음,초스피드,밀가루,면/만두,명란 하나만 있어도 꿀맛 보장!! 초간단 명란 파스타로 오늘 저녁 고고싱♥,[필수재료] 명란 1+1/2조각| 스파게티면 1인분| 양파 1/4개| 통마늘 4개| 버터 2T [소스재료] 우유 5T| 간장 1T [선택재료] 채 썬 김 약간,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/23/6444c89bc66bb3645a68e88c5fed1ab71_m.jpg
8650,6865929,토마토갈릭버터새우구이,12312.0,22.0,584.0,굽기,술안주,해물류,디저트,맛도 영양도 비주얼도 모두 갖춘 초스피드 안주 !!,[재료] 버터 1| 다진마늘 1| 칵테일새우 10개| 대파 2줄| 허브맛솔트(소금후추)| 방울토마토 8개,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/09/f82006ed95f5b9ef042d6f3f49b156ed1_m.jpg
8741,6866466,삼겹살꽈리고추볶음,49199.0,68.0,3108.0,볶음,술안주,돼지고기,메인반찬,삼겹살을 그닥 좋아하지 않았는데 지금은 그 고소한 맛 때문에 좋더라구요  느끼한건 안 좋아해서 요리용 #삼겹살요리 나  #안주요리 만들때는 주로 매콤하게 볶아 먹었답니다  양념에 재울 필요도 없고 즉석에서 후다닥 ~ 꽈리고추 넣고 매콤하게 볶았어요   삼겹살요리 검색해 보니 백종원 삼겹살꽈리고추볶음 인기 있던데 저는 그전에도 종종 꽈리고추랑  청양고추  대파를 이용해서  이렇게 볶아 먹었어요   밥이랑 먹어도 정말 맛있지만.. 술안주로도 괜찮은 요리 랍니다  ,[넉넉한 #1인분] 삼겹살 300g(두줄 반) | 참기름 1작은술 | 꽈리고추 80g| 통깨 1작은술 [소스] 굴소스2큰술 | 고춧가루 1/2큰술 | 다진마늘 1작은술 | 물3큰술| 맛술 2큰술| 올리고당 1큰술| 생강채 1작은술,초급,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/08/576ff2b41c53e95dce75bc8017e296f81_m.jpg
8745,6866506,새우주먹밥,40300.0,69.0,2515.0,기타,도시락,쌀,밥/죽/떡,소풍의 계절 봄이 성큼 다가왔어요. 모양도 맛도 좋은 새우주먹밥 만들어서 소풍가시는건 어떨까요?,[재료] 새우 5마리| 밥 1공기| 당근 1/6개| 버터 1T [새우 밑간] 허브솔트(후추+소금) 1/2T| 미림 1T [밥 밑간] 후리가케(김+깨) 3T| 소금 1/2t| 깨 1T| 참기름 1T,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/08/ca275bd4d165faeac6cb3ead1076d8051_m.jpg
8753,6866556,삼겹살덮밥,56583.0,27.0,2775.0,볶음,일상,돼지고기,밥/죽/떡,간단하지만 언제나 진리인 단짠의 조화와 삼겹살이 들어가 더 맛있는 한 그릇 요리 사실 삼겹살이 들어간 요리 맛이 없을수가 없는듯해요 간장으로 맛있게 조려진 삼겹살의 매력에 빠지실.... 꼭 삼겹살이 아니어도 실패확률 ... no..!! 윤기흐르는 삼겹살에 반하고만....  간장 삼겹살 덮밥~!  ,[재료] 삼겹살 250g| 양파 1/2개| 간장 2큰술| 올리고당 1+1/2큰술| 물 1큰술| 후추가루 약간| 생강가루 약간,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/09/8247433eb5776610248ebcf44291652d1_m.jpg
8782,6866839,계란두부전,33431.0,56.0,1953.0,부침,다이어트,달걀/유제품,디저트,살이 너무 쪄서 다이어트건강식으로 내맘대로 레시피.. 만들어봤어요~ 고단백 저염식..요것만먹음 완전 건강해질듯요ㅋㅋ,[재료] 두부 100g(1/3모)| 계란 1개| 토마토 1개 [양념] 들기름 1T| 올리브오일 1T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/14/c3b1e3c682e85b5c34401f3fc3df164a1_m.jpg
8794,6866936,시금치베이컨볶음,6673.0,6.0,311.0,볶음,일상,채소류,메인반찬,따뜻하게 빵 위에 계란과 시금치 볶음을 올려 먹으면 맛만 좋을 뿐만 아니라 한 끼 식사로도 든든하답니다. 여기에 주스나 우유와 함께 곁들어 먹으면 더욱 맛있게 즐길 수 있겠죠~ 상큼한 시금치향과 입맛 돋우는 베이컨향이 만나 냄새만 맡아도 저절로 군침이 도네요. 거기에 마무리로 레몬즙을 넣어 더더욱 촉촉해질 뿐만 아니라 상큼한 맛이 더 up!! up!!,[볶음 재료] 시금치 7~8줄기| 베이컨 2장| 양파 1/4개| 마늘 3~4개| 레몬즙 1T| 양송이 버섯 1개| 소금 3꼬집| 후추 약간 [부재료] 계란 1개| 바게트 빵 4개,초급,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/16/49bf1a4fc586df447f7b77b0e66eb8a71_m.jpg
8804,6867010,만두그라탕,72257.0,320.0,3921.0,굽기,초스피드,가공식품류,양식,불앞에 서기 귀찮은 날 마트까지 가기 싫은 날 집앞 편의점을 털어 전자렌지로 뚝딱 할 수 있는 요리 없을까요? 맛이 없을 수 없는 마법의 한끼 만두 그라탕 해먹어봐요 ,[재료] 만두 6개| 토마토소스 1/2종이컵 | 콘옥수수 3T| 모짜렐라치즈 1봉| 계란(선택재료) 1개| 체다치즈 1장,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/17/cb32265fb4466d7a9024ff1d7877101e1_m.jpg
8828,6867157,비빔국수,639206.0,137.0,31644.0,비빔,야식,밀가루,면/만두,출출하시다는 울님  갑자기 밀면이 먹고싶다고 하시네요 . . ;; 밀면대신 초간단으로 비빔국수 해줬더니 5분만에 클리어 . . ;;; 새콤달콤 비빔국수를 만들어 보아요~,[재료] 국수 1줌| 양파 1/4개| 오이 1/4개| 깻잎 2장| 마늘 2쪽 [양념] 간장 1T| 고추장 1T| 고춧가루 1T| 설탕 1/2T| 식초 1T| 매실액기스 1T| 올리고당 1T| 참기름 1T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/21/a640f519093bf7804bdc46379bf890031_m.jpg
8847,6867266,베이컨계란빵,21007.0,10.0,763.0,기타,일상,달걀/유제품,빵,바쁜 직장인들을 위해서 간단한 아침 메뉴를 만들어봤습니다,[재료] 베이컨| 계란| 식빵| 소금&파슬리가루,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/17caa4470c12340fa1e152ad1f4c1b951_m.jpg
8852,6867306,닭다리살치즈밥,48526.0,47.0,3799.0,볶음,일상,닭고기,밥/죽/떡,부드럽고 먹기 좋은 닭다리살! 집에서도 레스토랑 따라해볼까요? 집에 있는 갖가지 양념을 넣고 맛있게 볶아 치즈까지 올려서 푸짐한 한끼 만들어봤어요 ,[재료] 닭다리살 250g| 밥 210g| 피자치즈 양껏| 양파 1/2개| 파 1대 [양념] 간장 2.5T| 올리고당 1T| 맛술 1T| 참기름 0.5T| 케찹 0.5T| 고추장 1T| 다진마늘 0.5T| 후추 조금,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/ee2687e1f51b7fad5084dd447b13d5c91_m.jpg
8853,6867321,고등어초밥,6576.0,7.0,286.0,기타,일상,해물류,밥/죽/떡,3월도 어느새 중순에 들어섰는데요. 저는 이상하게 이맘때만 되면 꽁꽁 얼었던 몸이 녹아서인가  몸도 마음도 노곤고곤 나른해지곤 하는데요. 덕분에 춘곤증에 시달리면서 입맛까지 사라진 것만 같아요ㅠㅠ 그래서 오늘은 사라진 입맛을 단번에 돌아오게 해줄 맛있는 레시피를 준비했습니다!,[재료] 노르웨이 고등어 1 필렛| 쌀밥 1공기| 생강 약간| 전분 약간 [데리야끼 소스] 간장 2T| 올리고당 1T| 설탕 1T| 다진마늘 1/2T| 물 3T,초급,60분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/32e12ed97614c70aae51d3c019ea4a031_m.jpg
8858,6867358,고구마닭볶음,80684.0,54.0,6565.0,볶음,술안주,닭고기,메인반찬,날씨가 따뜻해지니 자꾸만 맥주가 땡기는 요즘! 봄이라 옷이 얇아져서 다이어트도 해야되고 먹고는 싶을 때 찔릴 때 배부르고 맛있게 먹을 수 있는 건강한 맥주 안주 소개해요!  ,[재료] 닭다리살 250g| 고구마 1개| 브로콜리 1/2통| 미니파프리카 2개 [양념] 간장 1T| 올리고당 2T| 맛술 0.5T| 다진마늘 1T| 후추 조금,초급,60분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/24/d7a5cc1c8438447eeea3c2c9c2fe26161_m.jpg
8862,6867378,갈릭버터샌드위치,32800.0,15.0,1556.0,기타,간식,밀가루,빵,주말에 간식 많이 해드시죠? 나들이도 좋지만 집순이들에게 귀차니즘을 타파할 초간단 간식 소개해드려요  커피가 땡기는 주말 오후 맛있는 갈릭마요 샌드위치와 함께 해보실까요? ,[재료] 파우치 참치 1/2봉(100g)| 식빵 4장| 양파 1/4개| 마요네즈 1T| 후추 조금 [갈릭버터 양념 ] 다진마늘 1T| 버터 1T| 설탕 1T| 파슬리가루 (선택재료) 적당량,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/24/e5ed7f0c587059cf542800b24dfdb8551_m.jpg
8884,6867504,잡채덮밥,158519.0,41.0,7185.0,볶음,일상,쌀,밥/죽/떡,입맛 없을때  매운거 땡길때  당면이 먹고싶을때! 별미로 해먹을수 있는 매운잡채덮밥,[재료] 당면 500원 동전 사이즈정도의 묶음| 양배추 3-4장| 맛타리버섯 1줌| 파프리카 1/2개| 숙주 1줌 [양념장] 고추장 1스푼| 고춧가루 2-3스푼| 간장 1스푼| 청주 1스푼| 굴소스 0.5스푼| 참기름 1스푼| 다진마늘 1스푼| 다진고추 1스푼| 다진파 1스푼| 올리고당 1스푼,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/27/74be1943e9e1a2793b269da597ee84f21_m.jpg
8890,6867550,참치맛나니,7171.0,13.0,276.0,볶음,일상,가공식품류,메인반찬,이야~~ 맛나네~~~~ 이래서 이름이 맛나니???? 오늘 저의 혼밥 음식은.. 집밥 백선생의 맛나니 요리 백선생님은 혼밥을 부추김.. 돼지고기 맛나니 참치 맛나니 연어 맛나니가 있지만.. 집에 참치밖에 없어 일단 참치 맛나니를 만들어봄,[재료] 참치 1개| 간장 1/3컵| 다진마늘 1T| 설탕 1T| 깨 1T | 청양고추 기호에따라,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/28/40d511450fd32f18fce2ef83cc75b1dd1_m.jpg
8895,6867562,두부참치스테이크,44866.0,123.0,2355.0,굽기,일상,가공식품류,메인반찬,몸에 좋은 두부와 참치 캔으로 만드는 한 입 두부 참치 스테이크~ 간단하게 만들어도 맛있어요~,[두부 스테이크 재료] 두부 1모| 참치 캔 (소) 1개| 양파 1/4개| 대파 1토막| 다진 마늘 1t| 달걀 흰자 1/2개| 소금 약간| 후춧가루 약간| 식용유 적당량| 버터 약간 [스테이크 소스 재료] 토마토케첩 3T| 우스터소스 1t| 올리고당 1t| 바질가루 (선택) 약간| 물 3T,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/28/d5dc6c0e053439ba4f9bfcc5fd7f5c8a1_m.jpg
8911,6867647,족발,42700.0,10.0,1520.0,볶음,초스피드,돼지고기,메인반찬,너무 쉬워서 조리 시간이 5분도 안걸리지만 매콤하면서 입맛당기는 요맛이 참 좋아요~! 남은 족발로 후다닥 초스피드로 만들어 보아요~^~^,[재료] 남은족발 1줌| 양파 1/4개| 땡초 3개| 마늘 1스푼| 간장 2스푼| 설탕 1스푼| 올리고당 1스푼| 고춧가루 2스푼,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/03/29/a5c8c65c4467458ec17f75f693d482731_m.jpg
8988,6868038,냉이페스토파스타,7696.0,19.0,304.0,볶음,일상,밀가루,면/만두,봄이 왔다는 것을 느낄 수 있는 냉이와 집에서 쉽게 해먹을 수 있는 파스타와의 만남!,[주재료] 링귀니면 1인분| 면수 2T| 마늘 3개| 베트남고추 3개| 올리브오일 (파스타면용) 2T| 소금 (파스타면용) 2T| 후추 1/4t [냉이페스토 재료] 냉이 40g| 마늘 2개| 견과류 6개| 올리브오일 or 엑스트라버진올리브오일 2T| 소금 0.5T,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/06/e13d8caf0c5708bf411a2dbf3c2262b71_m.jpg
8989,6868045,깐풍우동,10882.0,34.0,593.0,볶음,초스피드,밀가루,면/만두,깐풍기 요리를 하다가 깐풍기 소스가 다른 곳에도 잘 어울릴것 같아서 쉽게 구할 수 있고 저렴한 우동면을 활용하여 만들어 봤어요!! 집에 있는 간단한 재료로 그 누구나 만들 수 있는 초간단 레시피!! 소스는 미리 만들어 두고 요리하기 귀찮을때 꺼내 먹어도 좋고 친구들을 불러서 요리를 해준다면 당신은 인기스타!! 짜란 깐풍’은 한자로 ‘건팽(乾烹)’이며 이는 소스를 마르게 ‘졸여낸다’라는 의미의 건(乾)과 ‘볶다’라는 의미의 팽(烹)이라는 뜻으로 소스를 마르게 졸여내 볶은 우동이라는 의미로 이름은 깐풍우동입니다!! 볶음우동은 대부분 일식으로 많이 먹어봤는데 이번에는 볶음우동을 중식적으로 바꿔 만들어 봤습니다. 우동면을 파스타 면이나 밥으로 교체해 먹어도 좋고 튀김 종류를 찍어먹는 양념으로도 잘 어울려 어디에나 사용 할 수 있습니다!! (그 외 다른 부재료들도 집에 먹고남은 재료들로 대체 가능합니다),[주재료] 우동(면)사리 1개(봉)| 돼지고기 100g| 버섯 50g| 양파 1/2개| 마늘 3알 [소스재료(양념)] 고추기름 2T(2큰술)| 간장 2T(2큰술)| 물 2T(2큰술)| 식초 2T(2큰술)| 설탕 2T(2큰술)| 굴소스 2T(2큰술)| 다진마늘 1T(1큰술)| 양파 1/4개| 버섯 10g| 전분가루 1t(1작은술) [부재료] 고추기름 3T(3큰술)| 후추 1t(작은술),아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/07/c14f928e927d1aba880a059b2570ef051_m.jpg
8992,6868053,두부스크램블,58414.0,79.0,3822.0,볶음,다이어트,달걀/유제품,양식,집밥백선생의 요리는 우리에게 희망을 가져다 줍니다. 아침식사를 걸르는 분들이 계시면 영양가도 따로 챙기실 필요 없으시구요 아침시간에 바르게 식사를 해결할 수 있어요..,[재료] 두부 1모| 계란 2개| 소금 1꼬집| 후추 약간| 버터 1조각,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/07/3141469b8280dad9e5b88b00248bffc11_m.jpg
9008,6868174,소세지주먹밥,34489.0,38.0,1821.0,데치기,일상,가공식품류,밥/죽/떡,도시락 싸서 나들이하기 좋은 계절이죠~ 아이도시락은 소세지주먹밥 어떠세요~^^ ,[재료] 밥 1공기| 소세지 6개| 양파 작은거 1/4개| 당근 작은거 1/3개| 부추 3줄기 [양념] 굴소스 1/2 스푼| 카놀라유(종류관계없음) 적당량| 케찹 조금,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/10/9c58a84868e5d6a1bcbe8b83e316a99f1_m.jpg
9011,6868189,전자렌지계란찜밥,140105.0,23.0,5180.0,기타,초스피드,달걀/유제품,밥/죽/떡,밥숟가락 계량 입니다.,[재료] 달걀 2개| 물 1/2종이컵| 치즈 1/2장| 대파 약간| 밥 1/2공기 [양념] 맛소금 0.5티스푼| 후추톡톡 3번,초급,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/10/4ca0f4aa3de200d974a0ba761133c66e1_m.jpg
9018,6868277,삼겹살스테이크,53321.0,38.0,2772.0,굽기,손님접대,돼지고기,메인반찬,삼겹살을 스테이크로 변신해봤어요! 만드는 과정도 간단하고 삼겹살이라서 맛은 넘넘 좋아요. ,[재료] 삼겹살 300g| 소금 약간| 후추 약간| 돈까스소스 3T| 굴소스 1T| 맛술 2T| 물 2T| 올리고당 1T| 다진마늘 0.5T,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/12/07641d2738f4d854fca019f46e999dde1_m.jpg
9024,6868357,브라우니,54892.0,96.0,3698.0,굽기,초스피드,밀가루,빵,재료도 간단  레시피는 더 간단! 그치만  맛은 카페에서 먹는 브라우니 안부럽다는 거>_< 이제는 집에있는 재료로 쉽게 브라우니 만들어드세요♡,[재료] 계란 1알| 설탕 큰 1스푼| 핫초코가루 3큰스푼| 데코용 딸기(필수아님) 1개,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/13/cab42c4a34388ab5c11e650cbe226a6e1_m.jpg
9030,6868392,부추스팸덮밥,21028.0,10.0,1554.0,볶음,초스피드,가공식품류,밥/죽/떡,간만에 주방에서 칼질한 오늘. ㅎㅎ 신랑이 간만에 집에서 밥을 먹겠다는데 라면을 끓여줄 수도 없고해서. 냉장고를 털어보니 부추뿐이다..ㅡㅡ;;; 그리고 통조림햄들... 꺼내보니 종류별로.. 아주 많다.. 이 종류들이 몇개씩이나 있다. 명절때 선물 들어온것들.. 우리는 햄을 먹지 않아서..ㅠㅠ 방치상태. 어쨌든 활용해 먹여야겠지?ㅋㅋㅋㅋ,[재료] 통조림햄1개(참치.돼지고기.등도 가능)| 부추| 간장 4T| 고춧가루 2T| 설탕 1.5T| 굴소스 1T| 다진마늘 1T| 청양고추 1~2개| 참기름| 깨,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/13/a307ea8aeb9216fb3aad8cb30a6e05211_m.jpg
9057,6868726,스마일김밥,26280.0,19.0,995.0,데치기,도시락,쌀,밥/죽/떡,만들고 나서 너무 행복했던  스마일~♥ 봄소풍 도시락에 담아가면 스마일이 절로 나오는 김밥 ... ♬♪ 만들었어요~,[재료] 밥 1공기| 김밥김 1장| 참기름 약간| 통큰비엔나소세지 3개| 소금 약간| 검은통깨 약간,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/20/ab732be71f12f8bba33ebaa4175ee6351_m.jpg
9058,6868760,고추참치스파게티,42640.0,45.0,1582.0,볶음,일상,가공식품류,면/만두,고추참치의 매콤! 청양고추의 알싸함!! 모두가 모여 만든 고추참치 스파게티♥  세상의 모든 레시피 만개의레시피,[필수재료] 스파게티 면 1인분| 고추참치 1캔| 토마토소스 1/2cup| 통마늘 3개| 청양고추 1개| 양파 1/4개| 올리브유 1T [선택재료] 파슬리 가루 약간,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/21/948128dea26b0195bd53a32ef756af061_m.jpg
9080,6869017,스팸양배추덮밥,226982.0,72.0,18022.0,볶음,일상,채소류,밥/죽/떡,큰양배추 한통 샀더니 어마어마한 양에 내맘대로 후다닥 볶아 덮밥으로 해먹었는데 . . 시상에 의외의 반전~!!!핵꿀맛이에요~!!자주자주 해먹어야 겠어요ㅎㅎ,[재료] 양배추 2주먹| 양파 1/2개| 대파 10센티| 스팸 100g| 땡초 2개 [양념] 다진마늘 1/2T| 간장 2T| 굴소스 1T| 참기름 1T| 설탕 1/2T| 후추 2번톡톡| 물 5T,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/26/78f62ae9ce3063eb2cc280e0c112a6ed1_m.jpg
9089,6869044,스팸김치덮밥,11711.0,13.0,457.0,볶음,일상,가공식품류,밥/죽/떡,아침 요 스팸 김치덮밥으로 깔끔하게   한그릇 뚝딱~ 했네요 스팸?김치?계란에 조합~ 맛 아시겠쥬~ ㅋㅋ 혼밥으로 굿~~ ,[재료] 스팸 100g| 김치 1인분량| 계란 1개 [양념] 굴소스 1/2큰술| 맛술 1큰술| 물 2큰술| 올리브유 살짝두르기| 후추 톡톡| 고춧가루 1/2큰술| 올리고당 1/2큰술,아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/27/09281377de352fa8b8cdc038f5a653101_m.jpg
9090,6869045,바나나우유푸딩,13884.0,26.0,517.0,끓이기,초스피드,달걀/유제품,디저트,'냉장고를 부탁해' 방송에서 미카엘 쉐프가 바나나우유 푸딩 만드는 걸 보고 슈가롱도 바로 도전해봤답니당!*.*  만들기도 쉬운데  비쥬얼까지 좋아서 완전 슈가롱 취향저격 탕탕♡,[재료] 바나나우유 1개| 전분가루 큰 1스푼| 딸기 3개| 아몬드 3개(선택),아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/27/ea248e9455e97a7ce8791bba158766001_m.jpg
9110,6869250,마늘쫑어묵조림,43466.0,180.0,2830.0,조림,초스피드,채소류,밑반찬,햇마늘쫑 철이 왔습니다^~^ 보기에 좋은 떡이 맛도 좋다고 하잖아요ㅎㅎ 이왕 드시는거 초간단으로 이뿌게 해서  가족님들께 사랑 듬뿍 받아보셔용~^~^,[재료] 구멍어묵 1개| 마늘쫑 5줄기 [양념] 물 5T| 양조간장 2T| 다진마늘 1/2T| 설탕 1T| 올리고당 2T| 참기름 1/2T,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/03/5a4e946f7a66fa67b06a1993734b1deb1_m.jpg
9130,6869489,버섯덮밥,111375.0,16.0,9243.0,볶음,일상,버섯류,밥/죽/떡,버섯듬뿍 넣어 만든 매콤하게 만든 버섯덮밥~  한그릇요리로 아주 좋아요~     오늘 점심은 매콤버섯덮밥~~ 어떠세요 ,[재료] 느타리버섯 80그램| 양파 60그램| 대파 1대| 밥 1공기| 참깨 약간 [양념장] 간장 1+1/2숟가락| 물 3숟가락| 고추가루 2숟가락| 참기름 1/2숟가락| 설탕 2/3숟가락,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/08/89595a259ab949db112841461f217f481_m.jpg
9131,6869491,참치맛나니,21353.0,18.0,996.0,볶음,일상,가공식품류,메인반찬,  한그릇 요리 참 좋아라하는데요~ 집밥백선생님표 참치맛나니 만들어  간단하게 한그릇 다른반찬필요없답니다~~     백선생표 참치맛나니 덮밥처럼 올려먹어도 좋고  요즘 상추나 쌈재료에 넣어 먹어도 아주 맛나더라구요~     참치맛나니 만들어 쓱싹 비벼먹으면 아주 굿이랍니다~  ,[재료] 참치 1캔| 다진양파 1컵| 진간장 1/3컵| 간마늘 1숟갈| 설탕 1숟갈| 깨소금 1숟갈| 밥 1인분| 달걀 1개| 김가루 약간| 참기름 약간,아무나,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/08/6f6b77985e79ec7388f873c597a6b3081_m.jpg
9135,6869535,양파볶음,111027.0,45.0,5132.0,볶음,일상,채소류,밑반찬,너무 초간단이라 맛이 있을까 싶은 레시피지만 초간단 방법에 비해 완전맛있어용^~^ 달달한 햇양파로 후다닥 반찬한가지 뚝딱 만들어 보아용^~^,[재료] 햇양파 1개 [양념] 식용유 1T| 참기름 1T| 간장 5T,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/10/84b2ce48e056768e6097fa825d9982b11_m.jpg
9144,6869622,참치계란김밥,17063.0,24.0,635.0,볶음,초스피드,가공식품류,밥/죽/떡,담백한 참치에 매운 양념을 해주면 여러 가지 요리에 응용을 해도 좋은 거 같아요  삼각김밥 안에 넣어도 좋고 그냥 뜨끈한 밥 위에  얹어먹어도 맛있거든요 간식으로 참치 계란 김밥 만들었는데 간단하지만 맛있는 시간이었답니다,[재료] 김밥용김 1장| 참치캔 1/2캔| 계란 2개| 다진파 1큰술| 다진양파 1큰술| 소금| 참기름 약간| 식용유 [참치양념] 고추장 1큰술| 올리고당 1작은술,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/08/ca3ecf8b8b98652ec652d2913e8ec8501_m.jpg
9148,6869652,메추리알,60510.0,173.0,3068.0,끓이기,도시락,달걀/유제품,기타,나들이나 소풍가기 참 좋은 날씨죠~? 어린이집 소풍도 시작되었어요 ㅎㅎ 귀여운 메추리알병아리로 인기만점 도시락 만들어볼까요~?,[재료] 메추리알 필요한양만큼| 카레가루 조금| 당근 조금| 검은깨 조금,아무나,90분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/12/a4c65fcbd227a9d336e5f7118e722a9c1_m.jpg
9159,6869736,김치비빔국수,26300.0,44.0,968.0,비빔,일상,밀가루,면/만두,~~요즘 김치비빔국수 중독됐어요~~ 새콤새콤하고 달콤하고 개운한 김치비빔국수레시피 공개해요^^*,[양념장] 고추장 1| 올리고당 1| 식초 1| 마늘 3개| 들기름 1T| 야구르트 1개| 깨소금 [재료] 국수 1인분| 맛있는김치,아무나,15분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/13/36efe3b47644b538a0b654dd4918cbe61_m.jpg
9171,6869835,시금치오믈렛,34321.0,10.0,1673.0,부침,일상,채소류,양식,시금치와 양송이를 볶아서 만든 담백한 오믈렛입니다.  맛도 좋고 영양도 좋고 폼나는 멋진 브런치로 딱 좋아요.,[재료] 시금치 1줄기| 달걀 2개| 양송이버섯 2개| 우유 1큰술| 슬라이스치즈 1/2장| 버터 10g| 퉁후추 약간| 발사믹크림 약간,중급,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/20/12b4a68f6ba56d73c2dbb00cd97d17ab1_m.jpg
9174,6869859,오이무침,69141.0,51.0,3083.0,무침,일상,채소류,밑반찬,따로 절일 필요 없이 초스피드로 새콤달콤한 오이무침을 만들어 보아요~^~^,[재료] 오이 1/2개 [양념] 다진마늘 1/2T| 고춧가루 1.5T| 식초 1T| 설탕 1/2T| 참기름 1/2T| 소금 1/4T,아무나,5분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/16/ad361d785a94ee6b591f354232caadba1_m.jpg
9175,6869866,양송이볶음,17950.0,12.0,726.0,볶음,일상,버섯류,밑반찬,돈까스소스 만들려고 사다 둔 양송이를 깜박... 더이상 방치하면 안될것같아 양파 넣고 휘리릭 볶아봤어요^^,[재료] 양송이 큰거 4개| 양파 작은거 1/2개 [양념] 굴소스 1스푼| 소금 조금| 후추 톡| 통깨 조금| 카놀라유 1스푼(종류관계없어요),아무나,10분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/16/d6c637f6c9246888001566d28e2acb551_m.jpg
9197,6870034,미니언즈도시락,22366.0,36.0,1000.0,기타,도시락,기타,기타,안녕하세요 진니에요 :D 오늘은 캐릭터도시락을 준비해봤어요 ㅎㅎ 한 때 유행했던 미니언즈! 미니언즈가 생각해보니 매력덩어리더라구요. 노랑노랑한 미니언즈~ 따뜻한 날씨와 너무 잘 어울려요! 소풍도시락  나들이도시락 김밥 대신 캐릭터 도시락으로 준비해보아요 :D 미니언즈 도시락 만들어보아요. ,[재료] 밥 1공기| 노른자 2개| 소금 약간| 김 1/2장| 참치 1캔| 마요네즈 1T| 깨 약간| 후추 약간| 양파 1T,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/19/a04ab0fbbd6878de171c71d9d51caed51_m.jpg
9231,6870267,치즈크래미라이스페이퍼롤,9850.0,6.0,367.0,굽기,기타,기타,메인반찬,다들 집에서 월남쌈 싸고 나시면 라이스페이퍼 많이 남자나요 집에 남은 라이스페이퍼로 간단한 요리를 만들어 보았어요! 겉은 바삭바삭 안은 찹살떡 처럼 쫄깃쫄깃 식감종결자 랍니다 ,[재료] 양파 1/2개| 오이 1/2개| 당근 1/2개| 치즈크래미 or 크래미 8개| 라이스페이퍼 8장,초급,30분이내,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/24/04af2737efbe70c8e4c5dadfae1049321_m.jpg
